Grant,Lead Agency Name,Partner Name,Location Name,Provider Type,Street Address,City,State,Zip Code,Location County Served,Location School District,FY Year End Date,Fiscal Year,Full Day Funded Slots,Half Day Funded Slots,Total Funded Slots,Pre-K Identification Number,Master Provider Identification (MPI) Number,Master Provider ID Service Location Identification Number,Lead Agency Master Provider ID,Georeferenced Latitude & Longitude,State FIPS Code,County FIPS Code
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,KENCREST SERVICES,KEN-CREST SERVICES-KENSINGTON CENTER,CHILD CARE PROVIDER,901 E ONTARIO ST,PHILADELPHIA,PA,19134,PHILADELPHIA,PHILADELPHIA CITY,06/30/2015,FY2014-2015,33,0,33,1519,100000999,175,100137321,POINT (-75.112632 39.999552),42,101
PA PKC,KEYSTONE SMILES COMMUNITY LEARNING CENTE,FRANKLIN AREA SCHOOL DISTRICT,VICTORY ELEMENTARY SCHOOL,SCHOOL DISTRICT,1819 GEORGETOWN RD,HARRISVILLE,PA,16038,VENANGO,FRANKLIN AREA,06/30/2024,FY2023-2024,4,0,4,25439,1499242,3,100141360,POINT (-79.94211 41.21304),42,121
PA PKC,KNOWLEDGE UNIVERSE EDUCATION LLC,,KINDERCARE LEARNING CENTERS,CHILD CARE PROVIDER,1849 CHARTER LN,LANCASTER,PA,17601,LANCASTER,CONESTOGA VALLEY,06/30/2015,FY2014-2015,20,0,20,20522,103475725,14,100123120,POINT (-76.249389 40.051488),42,71
PA PKC,YMCA OF GREATER ERIE,,YMCA OF GREATER ERIE-MCKEAN ELEM YMCA PROGRAM,CHILD CARE PROVIDER,5120 WEST RD,MCKEAN,PA,16426,ERIE,GENERAL MCLANE,06/30/2019,FY2018-2019,0,12,12,3775,100133510,32,100133510,POINT (-80.14631 41.99706),42,49
PA PKC,"TABLELAND SERVICES, INC.",,SOMERSET AREA SCHOOL DISTRICT,HEAD START,105 NEW CENTERVILLE RD,SOMERSET,PA,15501,SOMERSET,SOMERSET AREA,06/30/2018,FY2017-2018,16,9,25,1379,101151030,19,101151030,POINT (-79.09945 40.004984),42,111
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,YOUTH ENRICHMENT PROGRAMS INC,DISCOVERY PLACE FOR LITTLE PEOPLE,CHILD CARE PROVIDER,2029 S 7TH ST # 37,PHILADELPHIA,PA,19148,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,58,0,58,1227,100318891,2,100137321,POINT (-75.158124 39.923277),42,101
PA PKC,KUEHG CORP,,KINDERCARE LEARNING CENTER 301716,CHILD CARE PROVIDER,730 WERTZVILLE RD,ENOLA,PA,17025,CUMBERLAND,EAST PENNSBORO AREA,06/30/2023,FY2022-2023,40,0,40,20563,103475725,64,103475725,POINT (-76.946200978 40.286868983),42,41
PA PKC,LIGONIER VALLEY LEARNING CENTER INC,,LATROBE KINDER-SCHULL,LICENSED NURSERY,320 MCKINLEY AVE,LATROBE,PA,15650,WESTMORELAND,GREATER LATROBE,06/30/2018,FY2017-2018,41,0,41,1333,100134858,9,100134858,POINT (-79.38555 40.31831),42,129
PA PKC,CHILD DEV FAMILY COUNCIL OF CENTRE CO,,DISCOVERY CHILD DEVELOPMENT CENTER,CHILD CARE PROVIDER,870 STRATFORD DR,STATE COLLEGE,PA,16801,CENTRE,STATE COLLEGE AREA,06/30/2024,FY2023-2024,20,0,20,1363,100134221,6,100134221,POINT (-77.86194 40.77106),42,27
PA PKC,ALLEGHENY INTERMEDIATE UNIT,,BALDWIN PRE K COUNTS BALDWIN WHITEHALL HS,HEAD START,4653 CLAIRTON BLVD,PITTSBURGH,PA,15236,ALLEGHENY,BALDWIN-WHITEHALL,06/30/2019,FY2018-2019,18,0,18,14232,100138249,99,100138249,POINT (-79.979294 40.355135),42,3
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,ROOSEVELT INTERMEDIATE 2-5,SCHOOL DISTRICT,17 W CHERRYHILL ST,PITTSBURGH,PA,15210,ALLEGHENY,PITTSBURGH,06/30/2018,FY2017-2018,16,0,16,12940,100133995,62,100133995,POINT (-79.989058 40.398059),42,3
PA PKC,BEGIN WITH US CC AND PRESCHOOL INC,,BEGIN WITH US CHILD CARE AND PRESCHOOL BLD B,CHILD CARE PROVIDER,729 GRANT AVE,ALTOONA,PA,16602,BLAIR,ALTOONA AREA,06/30/2020,FY2019-2020,60,0,60,2456,100141469,2,100141469,POINT (-78.384512673 40.511797664),42,13
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,GRACE NEIGHBORHOOD DEVELOPMENT CORP,SOANS CHRISTIAN ACADEMY,CHILD CARE PROVIDER,7912 DUNGAN RD,PHILADELPHIA,PA,19111,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,20,0,20,20296,100648206,4,100137321,POINT (-75.069378 40.066722),42,101
PA PKC,HUNTINGDON CTY CHILD & ADULT DVPT CORP,,SOUTHERN HUNTINGDON,HEAD START,10339 POGUE RD,THREE SPRINGS,PA,17264,HUNTINGDON,SOUTHERN HUNTINGDON COUNTY,06/30/2018,FY2017-2018,16,0,16,12074,100134295,19,100134295,POINT (-77.92368 40.21428),42,61
PA PKC,YMCA OF GREATER ERIE,,YMCA/NORTHWESTERN ELEMENTARY,CHILD CARE PROVIDER,100 HARTHAN WAY,ALBION,PA,16401,ERIE,NORTHWESTERN,06/30/2021,FY2020-2021,0,20,20,1454,100133510,8,100133510,POINT (-80.35449 41.88973),42,49
PA PKC,UNITED WAY OF BUCKS COUNTY,TWO E L INC,ELBOW LANE NURSERY SCHOOL,CHILD CARE PROVIDER,828 ELBOW LN,WARRINGTON,PA,18976,BUCKS,CENTRAL BUCKS,06/30/2017,FY2016-2017,0,8,8,2593,100129259,2,102280185,POINT (-75.152486 40.246551),42,17
PA PKC,"TABLELAND SERVICES, INC.",,ROCKWOOD,HEAD START,439 SOMERSET AVE,ROCKWOOD,PA,15557,SOMERSET,ROCKWOOD AREA,06/30/2018,FY2017-2018,10,0,10,14360,101151030,24,101151030,POINT (-79.159467 39.917398),42,111
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,CARING PEOPLE ALLIANCE,WEST PHILADELPHIA COMMUNITY CENTER,CHILD CARE PROVIDER,3512 HAVERFORD AVE,PHILADELPHIA,PA,19104,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,26,0,26,1665,100125714,3,100137321,POINT (-75.193234 39.963883),42,101
PA PKC,CHILD ADVOCATES OF BLAIR COUNTY INC,,CLAYSBURG-KIMMEL ELEMENTARY,HEAD START,240 C K ELEMENTARY DR,CLAYSBURG,PA,16625,BLAIR,CLAYSBURG-KIMMEL,06/30/2023,FY2022-2023,17,0,17,12776,100134769,19,100134769,POINT (-78.465277012 40.294022015),42,13
PA PKC,UNITED WAY OF BUCKS COUNTY,PENNRIDGE FULL GOSPEL TABERNACLE,PENNRIDGE CHRISTIAN ACADEMY,CHILD CARE PROVIDER,720 BLOOMING GLEN ROAD,BLOOMING GLEN,PA,18911,BUCKS,PENNRIDGE,06/30/2021,FY2020-2021,9,0,9,9198,102203829,1,102280185,POINT (-75.250276 40.370829),42,17
PA PKC,EARLY CONNECTIONS INC,,EARLY CONNECTIONS/CITY CENTER,CHILD CARE PROVIDER,704 STATE ST,ERIE,PA,16501,ERIE,ERIE CITY,06/30/2019,FY2018-2019,0,34,34,1659,100164552,2,100164552,POINT (-80.08467 42.1281),42,49
PA PKC,WILSON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLEY CHILDRENS CENTERS AT AVONA ELEM,CHILD CARE PROVIDER,2317 FRONT ST,EASTON,PA,18042,NORTHAMPTON,WILSON AREA,06/30/2022,FY2021-2022,34,0,34,19007,100127245,25,1922360,POINT (-75.241332 40.673314),42,95
PA PKC,BRIGHTSIDE ACADEMY INC,,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,CHILD CARE PROVIDER,2300 W ALLEGHENY AVE ACCA # 24,PHILADELPHIA,PA,19132,PHILADELPHIA,PHILADELPHIA CITY,06/30/2024,FY2023-2024,20,0,20,5526,100140532,50,100140532,POINT (-75.16772 40.00352),42,101
PA PKC,HAP ENTERPRISES INC,,TINY TOT CHILD DEVELOPMENT CENTER,LICENSED NURSERY,PRE K COUNTS NEW BRIGHTON 3200 43RD STREET,NEW BRIGHTON,PA,15066,BEAVER,NEW BRIGHTON AREA,06/30/2022,FY2021-2022,16,0,16,19815,100003720,156,100003720,POINT (-80.3026 40.73363),42,7
PA PKC,TOWANDA AREA SCHOOL DISTRICT,,J ANDREW MORROW PRIMARY SCHOOL,SCHOOL DISTRICT,101 N 4TH ST,TOWANDA,PA,18848,BRADFORD,TOWANDA AREA,06/30/2021,FY2020-2021,36,0,36,19006,100765070,6,100765070,POINT (-76.448205 41.772448),42,15
PA PKC,PIC WESTMORELAND/FAYETTE,,WHARTON CENTER,HEAD START,136 ELLIOTSVILLE RD,FARMINGTON,PA,15437,FAYETTE,UNIONTOWN AREA,06/30/2023,FY2022-2023,20,0,20,1299,100134894,3,100134894,POINT (-79.56846 39.80431),42,51
PA PKC,TODAYS CHILD LEARNING CENTERS INC,LINWOOD HEIGHTS UNITED METHODIST CHURCH,SONRISE CHRISTIAN DAY SCHOOL,CHILD CARE PROVIDER,1627 CHICHESTER AVE,MARCUS HOOK,PA,19061,DELAWARE,CHICHESTER,06/30/2018,FY2017-2018,28,0,28,1514,100298387,1,100131990,POINT (-75.42677 39.82688),42,45
PA PKC,PIC WESTMORELAND/FAYETTE,,SPRINGFIELD TOWNSHIP ELEMENTARY,HEAD START,14 SCHOOL HOUSE RD,NORMALVILLE,PA,15469,FAYETTE,CONNELLSVILLE AREA,06/30/2019,FY2018-2019,18,0,18,18707,100134894,41,100134894,POINT (-79.44798 39.99958),42,51
PA PKC,ALLEGHENY INTERMEDIATE UNIT,,CARLYNTON/ST. JOHN CHURCH,HEAD START,601 WASHINGTON AVE,CARNEGIE,PA,15106,ALLEGHENY,CARLYNTON,06/30/2016,FY2015-2016,18,0,18,1138,100138249,21,100138249,POINT (-80.083596 40.405),42,3
PA PKC,HARRISBURG SCHOOL DISTRICT,,SCOTT EARLY CHILDHOOD CENTER,SCHOOL DISTRICT,1900 DERRY ST,HARRISBURG,PA,17104,DAUPHIN,HARRISBURG CITY,06/30/2020,FY2019-2020,17,0,17,1558,100137312,10,100137312,POINT (-76.857652 40.261483),42,43
PA PKC,PITTSBURGH PUBLIC SCHOOLS,SWELC LLC,SMALL WORLD EARLY LEARNING & DEV CTR 2,CHILD CARE PROVIDER,960 PENN AVE SUITE 201,PITTSBURGH,PA,15222,ALLEGHENY,PITTSBURGH,06/30/2024,FY2023-2024,18,0,18,22805,103815685,2,100133995,POINT (-79.99597 40.44438),42,3
PA PKC,THIRD STREET ALLIANCE FOR WOMEN AND CHIL,,THIRD STREET ALLIANCE FOR WOMEN CHILDREN,CHILD CARE PROVIDER,41 N 3RD ST,EASTON,PA,18042,NORTHAMPTON,EASTON AREA,06/30/2023,FY2022-2023,80,0,80,2310,100296936,1,100296936,POINT (-75.20926 40.69256),42,95
PA PKC,PITTSBURGH PUBLIC SCHOOLS,YWCA OF GREATER PITTSBURGH,HOMEWOOD-BRUSHTON YWCA,CHILD CARE PROVIDER,6907 FRANKSTOWN AVE,PITTSBURGH,PA,15208,ALLEGHENY,PITTSBURGH,06/30/2018,FY2017-2018,32,0,32,1280,100133565,4,100133995,POINT (-79.903458 40.458134),42,3
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,,FORREST SCHOOL,SCHOOL DISTRICT,7300 COTTAGE ST,PHILADELPHIA,PA,19136,PHILADELPHIA,PHILADELPHIA CITY,06/30/2022,FY2021-2022,20,0,20,1667,100137321,101,100137321,POINT (-75.037759 40.033315),42,101
PA PKC,SOUTHERN TIOGA SCH DIST,MANSFIELD AREA NURSERY SCHOOL,MANSFIELD AREA NURSERY SCHOOL,LICENSED NURSERY,1 DORSETT DR,MANSFIELD,PA,16933,TIOGA,SOUTHERN TIOGA,06/30/2019,FY2018-2019,6,4,10,1355,102280283,1,1392504,POINT (-77.07792 41.80497),42,117
PA PKC,ALLEGHENY INTERMEDIATE UNIT,,EAST ALLEGHENY ROLLING WOODS PRE K COUNTS,HEAD START,3203 MARYLAND AVE,NORTH VERSAILLES,PA,15137,ALLEGHENY,EAST ALLEGHENY,06/30/2020,FY2019-2020,19,0,19,14233,100138249,100,100138249,POINT (-79.828195 40.380177),42,3
PA PKC,SENECA HIGHLANDS IU 9,PORT ALLEGANY SCHOOL DISTRICT,PORT ALLEGANY,SCHOOL DISTRICT,85 CLYDE LYNCH DR,PORT ALLEGANY,PA,16743,MCKEAN,PORT ALLEGANY,06/30/2023,FY2022-2023,36,0,36,18995,103352977,1,1485819,POINT (-78.266373024 41.815238996),42,83
PA PKC,BERKS COUNTY INTERMEDIATE UNIT,,ST PAULS CHURCH,HEAD START,131 N 9TH ST,READING,PA,19601,BERKS,READING,06/30/2016,FY2015-2016,17,0,17,1185,100127085,21,100127085,POINT (-75.92001 40.33754),42,11
PA PKC,LUZERNE COUNTY HEAD START INC,,PITTSTON AREA PRIMARY CENTER,HEAD START,210 ROCK STREET,PITTSTON,PA,18640,LUZERNE,PITTSTON AREA,06/30/2015,FY2014-2015,36,0,36,10173,102280158,23,102280158,POINT (-75.76596 41.32315),42,79
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,KENCREST SERVICES,KEN-CREST SERVICES-WEST PHILA,CHILD CARE PROVIDER,5900 ELMWOOD AVE,PHILADELPHIA,PA,19143,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,118,0,118,1529,100000999,379,100137321,POINT (-75.22199 39.92743),42,101
PA PKC,COUNCIL OF THREE RIVERS AMER INDIAN CTR,,COUNCIL OF THREE RIVERS AMERICAN INDIAN CENTER,HEAD START,1901 PIONEER AVE,PITTSBURGH,PA,15226,ALLEGHENY,PITTSBURGH,06/30/2016,FY2015-2016,38,19,57,1495,100137466,5,100137466,POINT (-80.015321 40.404225),42,3
PA PKC,CHILD DEV FAMILY COUNCIL OF CENTRE CO,CN BILBAY LLC,YOUR GUARDIAN ANGEL PRESCHOOL AND CHILDCARE,CHILD CARE PROVIDER,701 ALLEGHENY ST,JERSEY SHORE,PA,17740,LYCOMING,JERSEY SHORE AREA,06/30/2024,FY2023-2024,20,0,20,20639,103415315,2,100134221,POINT (-77.26333 41.20404),42,81
PA PKC,SOUTHERN TIOGA SCH DIST,STEPPING STONES PRESCHOOL INC,STEPPING STONES PRESCHOOL,CHILD CARE PROVIDER,1 DORSETT DR,MANSFIELD,PA,16933,TIOGA,SOUTHERN TIOGA,06/30/2021,FY2020-2021,19,0,19,12423,102873620,2,1392504,POINT (-77.07792 41.80497),42,117
PA PKC,BRIGHTSIDE ACADEMY INC,,BRIGHTSIDE ACADEMY EARLY EDUCATION,CHILD CARE PROVIDER,2700 N 17TH ST,PHILADELPHIA,PA,19132,PHILADELPHIA,PHILADELPHIA CITY,06/30/2023,FY2022-2023,27,0,27,5511,100140532,24,100140532,POINT (-75.15945 39.99495),42,101
PA PKC,EDINBORO UNIVERSITY OF PA,MEADVILLE CHILDRENS CENTER,MEADVILLE CHILDRENS CENTER,CHILD CARE PROVIDER,400 N MAIN ST,MEADVILLE,PA,16335,CRAWFORD,CRAWFORD CENTRAL,06/30/2021,FY2020-2021,35,0,35,5553,100140935,1,102829891,POINT (-80.144209 41.651203),42,39
PA PKC,LANCASTER MENNONITE SCHOOL,,LANCASTER MENNONITE KRAYBILL CAMPUS,LICENSED NURSERY,598 KRAYBILL CHURCH RD,MOUNT JOY,PA,17552,LANCASTER,DONEGAL,06/30/2016,FY2015-2016,9,0,9,14007,103078091,4,103078091,POINT (-76.54168 40.096334),42,71
PA PKC,BEGIN WITH US CC AND PRESCHOOL INC,,BEGIN WITH US CHILD CARE AND PRESCHOOL BLD B,CHILD CARE PROVIDER,729 GRANT AVE,ALTOONA,PA,16602,BLAIR,ALTOONA AREA,06/30/2021,FY2020-2021,80,0,80,2456,100141469,2,100141469,POINT (-78.384512673 40.511797664),42,13
PA PKC,ACELERO LEARNING CAMDEN PHILA INC,,ACELERO LEARNING CAMDEN PHILADELPHIA,HEAD START,2514 GERMANTOWN AVE,PHILADELPHIA,PA,19133,PHILADELPHIA,PHILADELPHIA CITY,06/30/2023,FY2022-2023,50,0,50,21103,102511952,4,102511952,POINT (-75.14782 39.99029),42,101
PA PKC,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC-SAINT CLAIR CENTER,HEAD START,227 S MILL ST,SAINT CLAIR,PA,17970,SCHUYLKILL,SAINT CLAIR AREA,06/30/2018,FY2017-2018,18,0,18,12930,100002062,11,100002062,POINT (-76.186779 40.717626),42,107
PA PKC,OWEN T ROBERTS SCHOOL DISTRICT,WARWICK CHILD CARE CENTER INC,WARWICK CHILD CARE,CHILD CARE PROVIDER,16 E CEDARVILLE RD,POTTSTOWN,PA,19465,CHESTER,OWEN J ROBERTS,06/30/2019,FY2018-2019,30,0,30,1361,100129713,10,1455515,POINT (-75.65536 40.22804),42,29
PA PKC,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,GC HARTMAN ELEMENTARY SCHOOL,HEAD START,802 SOUTHERN DR,CATAWISSA,PA,17820,COLUMBIA,SOUTHERN COLUMBIA AREA,06/30/2021,FY2020-2021,18,0,18,13818,100891119,21,100891119,POINT (-76.496147 40.903675),42,37
PA PKC,BLUEPRINTS,,CHARTIERS-HOUSTON SD,HEAD START,803 MCGOVERN RD,HOUSTON,PA,15342,WASHINGTON,CHARTIERS-HOUSTON,06/30/2021,FY2020-2021,17,0,17,12938,100731376,43,100731376,POINT (-80.226398 40.232821),42,125
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,MERCY NEIGHBORHOOD MINISTRIES OF PHILADELPHIA INC,MERCY NEIGHBORHOOD MINISTRIES OF PHILA,CHILD CARE PROVIDER,1939 W VENANGO ST,PHILADELPHIA,PA,19140,PHILADELPHIA,PHILADELPHIA CITY,06/30/2019,FY2018-2019,20,0,20,9407,102263747,1,100137321,POINT (-75.160859 40.00886),42,101
PA PKC,GRACE COVENANT CHURCH,,HIDE-N-SEEK CHRISTIAN DAY CARE,CHILD CARE PROVIDER,227 WASHINGTON AVE,LEWISTOWN,PA,17044,MIFFLIN,MIFFLIN COUNTY,06/30/2016,FY2015-2016,19,1,20,3779,100262660,1,100262660,POINT (-77.566015 40.587012),42,87
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,YOUR CHILDS WORLD LEARNING CENTER,YOUR CHILDS WORLD LEARNING CENTER INC,CHILD CARE PROVIDER,6801 N 16TH ST,PHILADELPHIA,PA,19126,PHILADELPHIA,PHILADELPHIA CITY,06/30/2020,FY2019-2020,40,0,40,20869,100136370,7,100137321,POINT (-75.144215 40.057615),42,101
PA PKC,COMMUNITY ACTION PARTNERSHIP CAMBRIA CTY,,CAMBRIA ELEMENTARY SCHOOL,HEAD START,212 SCHOOLHOUSE RD,EBENSBURG,PA,15931,CAMBRIA,CENTRAL CAMBRIA,06/30/2023,FY2022-2023,18,0,18,14128,102280120,8,102280120,POINT (-78.73964 40.49068),42,21
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,KENCREST SERVICES,KENCREST NORTH PHILADELPHIA,CHILD CARE PROVIDER,3907 N BROAD ST # 11,PHILADELPHIA,PA,19140,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,50,0,50,1523,100000999,176,100137321,POINT (-75.150419 40.012816),42,101
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,A STEP AHEAD DAY CARE,A STEP AHEAD DAY CARE,CHILD CARE PROVIDER,7802 CASTOR AVENUE 1ST FLO,PHILADELPHIA,PA,19152,PHILADELPHIA,PHILADELPHIA CITY,06/30/2016,FY2015-2016,40,0,40,1471,100135908,1,100137321,POINT (-75.059524 40.058234),42,101
PA PKC,BETHLEHEM AREA SCHOOL DISTRICT,,DONEGAN ELEMENTARY SCHOOL CHILD CARE,SCHOOL DISTRICT,1210 E 4TH ST,BETHLEHEM,PA,18015,NORTHAMPTON,BETHLEHEM AREA,06/30/2018,FY2017-2018,40,0,40,5393,100137813,17,100137813,POINT (-75.359751 40.611208),42,95
PA PKC,PUBLIC HEALTH MANAGEMENT CORP,,SOUTHWEST PRESBYTERIAN CENTER,HEAD START,2559 S 70TH ST,PHILADELPHIA,PA,19142,PHILADELPHIA,PHILADELPHIA CITY,06/30/2017,FY2016-2017,20,0,20,13038,100001664,73,100001664,POINT (-75.2362 39.91617),42,101
PA PKC,WESTMORELAND HUMAN OPPORTUNITIES INC,,BELLE VERNON,HEAD START,250 CREST AVE,ROSTRAVER TOWNSHIP,PA,15012,WESTMORELAND,BELLE VERNON AREA,06/30/2024,FY2023-2024,10,0,10,24482,100776832,66,100776832,POINT (-79.81363 40.17899),42,129
PA PKC,BERKS COUNTY INTERMEDIATE UNIT,TOUCHING THE FUTURE LLC,TOUCHING THE FUTURE LLC,CHILD CARE PROVIDER,109 W VINE ST,FLEETWOOD,PA,19522,BERKS,FLEETWOOD AREA,06/30/2018,FY2017-2018,17,0,17,13557,100243093,4,100127085,POINT (-75.82155 40.45758),42,11
PA PKC,MECHANICSBURG AREA SCHOOL DISTRICT,1ST CHURCH OF GOD,1ST CH OF GOD LRG AND PLAY CTR,CHILD CARE PROVIDER,28 E MAIN ST,MECHANICSBURG,PA,17055,CUMBERLAND,MECHANICSBURG AREA,06/30/2020,FY2019-2020,15,30,45,1295,100123282,1,1911358,POINT (-77.007238 40.213521),42,41
PA PKC,ALLEGHENY INTERMEDIATE UNIT,,SOUTH ALLEGHENY ELEMENTARY SCHOOL,HEAD START,1707 WASHINGTON BLVD,PORT VUE,PA,15133,ALLEGHENY,SOUTH ALLEGHENY,06/30/2020,FY2019-2020,36,0,36,12846,100138249,93,100138249,POINT (-79.880231 40.332761),42,3
PA PKC,HALIFAX AREA SCHOOL,HARRISBURG AREA YMCA,JELLY BEAN JUNCTION,CHILD CARE PROVIDER,35 S 4TH ST,HALIFAX,PA,17032,DAUPHIN,HALIFAX AREA,06/30/2017,FY2016-2017,0,15,15,1553,100126749,28,1905000,POINT (-76.92962 40.46608),42,43
PA PKC,SCHOOL DISTRICT OF PHILADELPHIA,A STEP AHEAD DAY CARE,A STEP AHEAD DAY CARE,CHILD CARE PROVIDER,7802 CASTOR AVENUE 1ST FLO,PHILADELPHIA,PA,19152,PHILADELPHIA,PHILADELPHIA CITY,06/30/2021,FY2020-2021,40,0,40,1471,100135908,1,100137321,POINT (-75.059524 40.058234),42,101
PA PKC,THE MONTGOMERY CO INTERMEDIATE UNIT 23,,DOCK MENNONITE ACADEMY,HEAD START,420 GODSHALL RD,SOUDERTON,PA,18964,MONTGOMERY,SOUDERTON AREA,06/30/2022,FY2021-2022,40,0,40,23599,1414755,21,1414755,POINT (-75.34918 40.30607),42,91
PA PKC,CHILD CARE SERVICES INC,,OWL HILL LEARNING CENTER,LICENSED NURSERY,506 OWL HILL RD,LITITZ,PA,17543,LANCASTER,WARWICK,06/30/2016,FY2015-2016,0,16,16,1093,100123433,2,100123433,POINT (-76.2757 40.14319),42,71
PA PKC,THE LEARNING LAMP INC,,THE LEARNING LAMP PRESCHOOL AT ROCKWOOD,LICENSED NURSERY,435 SOMERSET AVE,ROCKWOOD,PA,15557,SOMERSET,ROCKWOOD AREA,06/30/2021,FY2020-2021,9,0,9,7797,101345169,7,101345169,POINT (-79.16248 39.91798),42,111
PA PKC,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,NESCOPECK ELEMENTARY,HEAD START,315 DEWEY ST,NESCOPECK,PA,18635,LUZERNE,BERWICK AREA,06/30/2021,FY2020-2021,18,0,18,17865,100891119,27,100891119,POINT (-76.215116 41.051696),42,79
PA PKC,SCHOOL DISTRICT OF LANCASTER,CHILD CARE SERVICES INC,OWL HILL LEARNING CENTER,LICENSED NURSERY,313 W LIBERTY ST SUITE 1,LANCASTER,PA,17603,LANCASTER,LANCASTER,06/30/2021,FY2020-2021,70,0,70,22900,100123433,9,1392433,POINT (-76.31341 40.05187),42,71
PA PKC,DELAWARE COUNTY INTERMEDIATE UNIT,,SHARON HILL CENTER,HEAD START,1016 SCHOOL ST,SHARON HILL,PA,19079,DELAWARE,SOUTHEAST DELCO,06/30/2020,FY2019-2020,34,0,34,1812,100002680,10,100002680,POINT (-75.270515 39.906583),42,45
PA PKC,YMCA OF GREATER ERIE,,SUMMIT UM CHURCH-YMCA PROGRAM,CHILD CARE PROVIDER,1510 TOWNHALL RD W,ERIE,PA,16509,ERIE,FORT LEBOEUF,06/30/2021,FY2020-2021,0,17,17,2975,100133510,22,100133510,POINT (-80.04918 42.03084),42,49
PA PKC,UNITED WAY OF BUCKS COUNTY,JOLLY TODDLERS II INC,JOLLY TODDLERS,CHILD CARE PROVIDER,275 2ND STREET PIKE,SOUTHAMPTON,PA,18966,BUCKS,CENTENNIAL,06/30/2018,FY2017-2018,21,1,22,9898,102585132,1,102280185,POINT (-75.046726 40.164157),42,17
PA PKC,FAMILY AND COMMUNITY CHRISTIAN ASSOCIATI,,CAMBRIDGE SPRINGS,HEAD START,130 STEELE ST,CAMBRIDGE SPRINGS,PA,16403,CRAWFORD,PENNCREST,06/30/2017,FY2016-2017,18,0,18,9896,100133556,14,100133556,POINT (-80.06617 41.79949),42,39
PA PKC,THE LEARNING LAMP INC,,THE LEARNING LAMP CENTER FOR CHILDREN AT GJCTC,LICENSED NURSERY,445 SCHOOLHOUSE RD,JOHNSTOWN,PA,15904,CAMBRIA,FOREST HILLS,06/30/2020,FY2019-2020,18,0,18,3708,101345169,9,101345169,POINT (-78.83127 40.27304),42,21
PA PKC,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,NESCOPECK ELEMENTARY,HEAD START,315 DEWEY ST,NESCOPECK,PA,18635,LUZERNE,BERWICK AREA,06/30/2020,FY2019-2020,18,0,18,17865,100891119,27,100891119,POINT (-76.215116 41.051696),42,79
PA PKC,PITTSBURGH PUBLIC SCHOOLS,,PEABODY CENTER,SCHOOL DISTRICT,515 N HIGHLAND AVE,PITTSBURGH,PA,15206,ALLEGHENY,PITTSBURGH,06/30/2017,FY2016-2017,5,0,5,9969,100133995,54,100133995,POINT (-79.922234 40.467167),42,3
PA PKC,BRADFORD CHILD CARE SERVICES INC,,TENDER CARE LEARNING CENTER/NEW CASTLE,CHILD CARE PROVIDER,2002 WILMINGTON RD,NEW CASTLE,PA,16105,LAWRENCE,MOHAWK AREA,06/30/2015,FY2014-2015,18,0,18,2541,100141191,13,100141191,POINT (-80.354648 41.021655),42,73
PA PKC,SHIPPENSBURG UNIVERSITY HEAD START,,SHIPPENSBURG HEAD START AND PRE-K CENTER,HEAD START,1871 OLD MAIN DR,SHIPPENSBURG,PA,17257,CUMBERLAND,SHIPPENSBURG AREA,06/30/2022,FY2021-2022,0,15,15,12822,102827082,3,102827082,POINT (-77.52222 40.05771),42,41
HSSAP,ALLEGHENY COUNTY EXECUTIVE,ALLEGHENY INTERMEDIATE UNIT,CARLYNTON/ST. JOHN CHURCH,HEAD START,601 WASHINGTON AVE,CARNEGIE,PA,15106,ALLEGHENY,CARLYNTON,06/30/2019,FY2018-2019,0,0,15,1138,100138249,21,100746305,POINT (-80.08345 40.4053),42,3
PA PKC,KUEHG CORP,,KINDERCARE LEARNING CENTER 301283,CHILD CARE PROVIDER,3701 VARTAN WAY,HARRISBURG,PA,17110,DAUPHIN,SUSQUEHANNA TOWNSHIP,06/30/2021,FY2020-2021,20,0,20,20389,103475725,6,103475725,POINT (-76.854139 40.320865),42,43
