Year,Quarter,Dwelling Unit,City,Zip,Paint Inspection/Risk Assessment Date,Clear/Close Date,Property Status,Year Built,Finished Square Feet,Number of Rooms,Number of Rooms Treated,Windows,Location of Work,Type of Work,Relocation Cost,HUD Lead Hazard Reduction Cost,Match LHR Cost,Total LHR cost,Other Rehab Cost,Local government cost,Income,Occupants Younger Than 6,Occupants 6 and Older,BLL <10,BLL 10-20,BLL > 20,BLL Unknown,BLL Greater Than 5,New Georeferenced Column,Date Updated
2013,Second Quarter,Single Family,St. Paul,55103.0,April 25 2013,May 21 2013,Owner Occupied,1951,1378,9,6,9.0,Interior Only,Window replacement and Paint stabilization,0.0,1507,1507,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2014,Third Quarter,Unit #1,St. Paul,55104.0,June 24 2014,August 13 2014,Occupied Rental,1916,990,11,9,13.0,Interior and Front Porch,Window replacement and Paint stabilization,0.0,2357,2357,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55106.0,February 10 2010,May 26 2010,Owner Occupied,1922,984,11,9,,Only Interior,Paint Stabilization and Window replacement,0.0,3601,3601,,0.0,,,2.0,2.0,,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55106.0,April 23 2009,June 25 2009,Owner Occupied,1889,1250,11,10,,Only Interior,Paint Stabilization and Window replacement,225.0,3850,4768,,0.0,,,7.0,5.0,2.0,1.0,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Fourth Quarter,Single Family,St. Paul,55106.0,August 09 2012,October 02 2012,Owner Occupied,1957,1176,7,5,12.0,Only Interior,Paint Stabilization and Window replacement,113.0,1972,1972,,0.0,,30-50,4.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55117.0,May 22 2019,September 17 2019,Owner Occupied,1952,1615,16,5,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,2668,2668,,3971.0,,50-80,1.0,3.0,,,,,0.0,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2021,Third Quarter,,Saint Paul,55106.0,May 07 2021,August 20 2021,Owner Occupied,1923,784,11,8,22.0,Interior and exterior porch,Paint Stabilization and Window replacement,241.0,4500,6868,,0.0,,<30,1.0,3.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2016,Second Quarter,Single Family,St. Paul,55106.0,April 05 2016,June 21 2016,Owner Occupied,1897,2168,18,13,14.0,Interior Only,Window replacement and Paint stabilization,269.0,3423,3424,,0.0,,30-50,2.0,2.0,1.0,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Second Quarter,Single Family,St. Paul,55104.0,January 17 2013,May 01 2013,Owner Occupied,1917,1383,16,10,24.0,Interior Only,Window replacement and Paint stabilization,113.0,4136,4136,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2017,Third Quarter,,St. Paul,55106.0,June 14 2017,August 08 2017,Owner Occupied,1928,1624,10,7,15.0,Only Interior,Paint Stabilization and Window replacement,269.0,3415,3415,,350.0,,50-80,1.0,2.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,Second Quarter,Unit #1,St. Paul,55104.0,March 30 2010,June 30 2010,Owner Occupied,1900,1771,9,7,,Only Interior,Paint Stabilization and Window replacement,0.0,3536,4438,,0.0,,,2.0,3.0,,,,3.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55104.0,August 21 2008,April 28 2009,Owner Occupied,1881,1075,12,9,,Only Interior,Paint Stabilization and Window replacement,0.0,2523,2523,,0.0,,,5.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2015,Third Quarter,Single Family,St. Paul,55106.0,July 10 2015,September 01 2015,Owner Occupied,1941,2088,12,8,21.0,Interior and Porch,Window replacement and Paint stabilization,0.0,3510,3511,,0.0,,50-80,2.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,Third Quarter,Unit #1,St. Paul,55104.0,January 15 2009,July 21 2009,Owner Occupied,1892,1462,12,8,,Only Interior,Paint Stabilization and Window replacement,0.0,2553,2553,,0.0,,,2.0,1.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2018,Third Quarter,,St. Paul,55106.0,April 17 2018,August 15 2018,Occupied Rental,1880,1584,13,8,14.0,Only Interior,Paint Stabilization and Window replacement,542.0,2746,2747,,0.0,,<30,1.0,5.0,,,,,0.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,First Quarter,Single Family,St. Paul,55117.0,December 17 2008,March 25 2009,Owner Occupied,1921,936,9,7,,Only Interior,Paint Stabilization and Window replacement,0.0,4200,6756,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55108.0,May 08 2012,June 20 2012,Owner Occupied,1917,2143,15,7,22.0,Only Interior,Paint Stabilization and Window replacement,226.0,3382,4173,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55108
(44.9767, -93.18723)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55119.0,May 12 2009,June 19 2009,Owner Occupied,1946,1434,9,6,,Only Interior,Paint Stabilization and Window replacement,0.0,1323,1323,,0.0,,,2.0,2.0,1.0,,,1.0,,"St. Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2015,Second Quarter,Single Family,St. Paul,55116.0,March 17 2015,April 28 2015,Owner Occupied,1916,922,11,8,14.0,Interior Only,Window replacement and Paint stabilization,134.0,1927,2952,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55116
(44.91797, -93.18965)","May 22, 2025"
2013,Third Quarter,Single Family,St. Paul,55104.0,May 28 2013,August 22 2013,Owner Occupied,1908,1322,14,12,29.0,Interior Only,Window replacement and Paint stabilization,113.0,4200,4499,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Third Quarter,Single Family,St. Paul,55107.0,July 18 2014,September 17 2014,Occupied Rental,1885,1096,10,6,8.0,Interior Only,Window replacement and Paint stabilization,0.0,1199,1200,,0.0,,50-80,2.0,1.0,,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2011,Second Quarter,Single Family,St. Paul,55106.0,January 28 2011,April 21 2011,Owner Occupied,1915,1950,16,7,21.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,4531,,0.0,,50-80,5.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2020,Second Quarter,,Saint Paul,55117.0,December 05 2019,May 19 2020,Owner Occupied,1910,1230,13,7,9.0,Only Interior,Paint Stabilization and Window replacement,253.0,2388,2389,,0.0,,50-80,2.0,2.0,,,,,0.0,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55104.0,October 26 2010,March 10 2011,Owner Occupied,1924,1682,15,9,23.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,5549,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55130.0,March 13 2009,May 13 2009,Owner Occupied,1925,1066,9,6,,Only Interior,Paint Stabilization and Window replacement,112.0,3170,3170,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2015,Third Quarter,Single Family,St. Paul,55106.0,November 06 2014,September 22 2015,Owner Occupied,1911,1002,11,10,14.0,Interior and Porch,Window replacement and Paint stabilization,0.0,2383,2384,,0.0,,30-50,2.0,3.0,1.0,,,2.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2013,Fourth Quarter,Single Family,St. Paul,55106.0,August 15 2013,October 09 2013,Owner Occupied,1882,1358,12,8,16.0,Interior and Front Porch,Window replacement and Paint stabilization,226.0,3054,3054,,0.0,,50-80,3.0,2.0,1.0,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2017,Second Quarter,,St. Paul,55130.0,March 30 2017,May 25 2017,Occupied Rental,1889,1440,18,12,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,2864,2865,,225.0,,<30,2.0,5.0,,,,,1.0,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2013,Second Quarter,Single Family,St. Paul,55104.0,January 17 2013,May 01 2013,Owner Occupied,1917,1383,16,10,24.0,Interior Only,Window replacement and Paint stabilization,113.0,4136,4136,,0.0,,50-80,3.0,1.0,1.0,,,,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,First Quarter,Single Family,St. Paul,55106.0,December 01 2008,December 19 2008,Owner Occupied,1912,1396,11,11,,Only Interior,Dust Cleaning Only,0.0,830,0,,0.0,,,2.0,2.0,1.0,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2021,Third Quarter,,Roseville,55113.0,April 19 2021,August 18 2021,Owner Occupied,1952,1277,15,9,19.0,Only Interior,Paint Stabilization and Window replacement,0.0,4900,11481,,698.0,,30-50,1.0,4.0,,,,,,"Roseville 55113
(45.02253, -93.14931)","May 22, 2025"
2009,Fourth Quarter,Unit #2,St. Paul,55104.0,August 28 2009,November 20 2009,Owner Occupied,1910,1539,11,6,,Only Interior,Paint Stabilization and Window replacement,0.0,3429,3428,,0.0,,,2.0,2.0,,1.0,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2013,Third Quarter,Single Family,St. Paul,55106.0,May 13 2013,July 16 2013,Owner Occupied,1916,1177,12,7,11.0,Interior Only,Window replacement and Paint stabilization,0.0,2391,2392,,0.0,,50-80,3.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2023,Second Quarter,,Saint Paul,55104.0,March 08 2023,June 27 2023,Owner Occupied,1906,1206,14,3,6.0,Only Interior,Paint Stabilization and Window replacement,0.0,0,721,3603.0,,,30-50,1.0,3.0,,,,,,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2019,Fourth Quarter,3,Saint Paul,55104.0,July 11 2019,October 31 2019,Occupied Rental,1915,1000,6,6,15.0,Only Interior,Paint Stabilization and Window replacement,0.0,2507,3761,,1545.0,,<30,1.0,1.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2021,Second Quarter,,Saint Paul,55106.0,April 12 2021,June 22 2021,Owner Occupied,1925,998,10,7,24.0,Interior and exterior porch,Paint Stabilization and Window replacement,527.0,4726,7090,,0.0,,<30,2.0,5.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,First Quarter,Single Family,St. Paul,55107.0,July 27 2009,January 15 2010,Owner Occupied,1925,1682,13,10,,Only Interior,Paint Stabilization and Window replacement,339.0,4200,6672,,0.0,,,2.0,3.0,1.0,,,2.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2017,Third Quarter,,St. Paul,55103.0,April 11 2017,July 20 2017,Occupied Rental,1889,1480,15,10,19.0,Only Interior,Paint Stabilization and Window replacement,0.0,3926,3927,,0.0,,<30,3.0,5.0,,,,,0.0,"St. Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2020,Fourth Quarter,,Saint Paul,55117.0,September 10 2020,December 01 2020,Owner Occupied,1953,884,7,5,10.0,Only Interior,Paint Stabilization and Window replacement,0.0,2397,2397,,0.0,,<30,1.0,4.0,,,,,0.0,"Saint Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2011,Second Quarter,Single Family,St. Paul,55117.0,December 16 2010,April 06 2011,Occupied Rental,1898,1404,12,10,15.0,Only Interior,Paint Stabilization and Window replacement,113.0,2354,2354,,0.0,,30-50,3.0,2.0,1.0,,,1.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55104.0,October 26 2010,March 10 2011,Owner Occupied,1924,1682,15,9,23.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,5549,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2016,Third Quarter,,St. Paul,55106.0,July 12 2016,August 25 2016,Owner Occupied,1917,1138,14,8,13.0,Only Interior,Stabilization and Window replacement,270.0,2740,2740,,0.0,,30-50,1.0,4.0,,,,,1.0,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2010,Second Quarter,Single Family,St. Paul,55102.0,March 26 2009,April 29 2010,Owner Occupied,1912,1846,14,11,,Only Interior,Paint Stabilization and Window replacement,226.0,4200,4962,,1200.0,,,4.0,2.0,2.0,,,,,"St. Paul 55102
(44.94339, -93.09648)","May 22, 2025"
2018,Third Quarter,,St. Paul,55104.0,June 05 2018,September 06 2018,Owner Occupied,1928,1282,13,8,19.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,5732,,0.0,,50-80,2.0,2.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55117.0,May 13 2009,June 25 2009,Owner Occupied,1890,974,10,8,,Only Interior,Paint Stabilization and Window replacement,0.0,2800,2800,,0.0,,,3.0,1.0,,1.0,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2010,Second Quarter,Unit #2,St. Paul,55104.0,March 30 2010,June 26 2010,Owner Occupied,1900,1476,10,7,,Only Interior,Paint Stabilization and Window replacement,0.0,4200,5264,,0.0,,,2.0,2.0,1.0,,,2.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2019,Second Quarter,2,Saint Paul,55104.0,February 14 2019,June 07 2019,Occupied Rental,1889,1005,9,8,21.0,Only Interior,Paint Stabilization and Window replacement,0.0,4734,4735,,0.0,,30-50,1.0,3.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,Fourth Quarter,Single Family,St. Paul,55106.0,May 21 2010,November 02 2010,Occupied Rental,1889,924,5,4,,Only Interior,Paint Stabilization and Window replacement,0.0,1116,1116,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55113.0,July 16 2019,September 19 2019,Owner Occupied,1948,1022,12,8,18.0,Only Interior,Paint Stabilization and Window replacement,376.0,4893,4893,,0.0,,50-80,2.0,2.0,,,,,0.0,"Saint Paul 55113
(45.01805, -93.18037)","May 22, 2025"
2023,First Quarter,,Saint Paul,55119.0,August 24 2022,January 27 2023,Owner Occupied,1949,1087,10,6,14.0,Only Interior,Paint Stabilization and Window replacement,218.3,0,1380,7040.0,,,<30,0.0,2.0,,,,,,"Saint Paul 55119
(44.94448, -93.0213)","May 22, 2025"
2009,Second Quarter,Single Family,St. Paul,55117.0,May 13 2009,June 25 2009,Owner Occupied,1890,974,10,8,,Only Interior,Paint Stabilization and Window replacement,0.0,2800,2800,,0.0,,,3.0,1.0,,1.0,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2021,Third Quarter,,Saint Paul,55106.0,May 07 2021,August 20 2021,Owner Occupied,1923,784,11,8,22.0,Interior and exterior porch,Paint Stabilization and Window replacement,241.0,4500,6868,,0.0,,<30,1.0,3.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2021,First Quarter,,Saint Paul,55130.0,November 06 2020,March 02 2021,Owner Occupied,1889,2766,10,6,8.0,Only Interior,Paint Stabilization and Window replacement,0.0,2067,2068,,0.0,,30-50,1.0,2.0,,,,,,"Saint Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2015,Fourth Quarter,Single Family,St. Paul,55104.0,May 06 2015,October 06 2015,Owner Occupied,1926,1296,13,9,15.0,Interior Only,Window replacement and Paint stabilization,134.0,2376,2907,,0.0,,50-80,3.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2014,Fourth Quarter,Single Family,St. Paul,55107.0,July 18 2014,October 30 2014,Occupied Rental,1885,784,10,6,9.0,Interior Only,Window replacement and Paint stabilization,0.0,1506,1507,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2018,Third Quarter,,St. Paul,55130.0,May 23 2018,August 09 2018,Occupied Rental,1917,1203,9,7,20.0,Only Interior,Paint Stabilization and Window replacement,0.0,4200,4989,,0.0,,<30,2.0,6.0,,,,,2.0,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2019,Fourth Quarter,1,Saint Paul,55106.0,July 10 2019,October 03 2019,Occupied Rental,1889,808,7,6,10.0,Only Interior,Paint Stabilization and Window replacement,101.0,1983,2974,,1150.0,,30-50,1.0,2.0,,,,,1.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2011,First Quarter,Unit #1,St. Paul,55106.0,September 15 2010,February 02 2011,Occupied Rental,1927,1200,9,6,10.0,Only Interior,Paint Stabilization and Window replacement,0.0,1543,1543,,0.0,,30-50,3.0,2.0,1.0,1.0,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55107.0,May 15 2012,July 11 2012,Occupied Rental,1911,1248,11,8,14.0,Only Interior,Paint Stabilization and Window replacement,113.0,2350,2352,,0.0,,30-50,5.0,2.0,,1.0,,1.0,,"St. Paul 55107
(44.93592, -93.07405)","May 22, 2025"
2022,Third Quarter,,Saint Paul,55106.0,August 17 2022,September 22 2022,Owner Occupied,1891,1644,16,12,23.0,Interior and exterior,Paint Stabilization and Window replacement,0.0,0,2424,7667.0,0.0,5750.0,<30,1.0,5.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55117.0,May 22 2012,August 15 2012,Owner Occupied,1900,1210,10,8,17.0,Only Interior,Paint Stabilization and Window replacement,113.0,2758,2759,,0.0,,30-50,3.0,2.0,1.0,1.0,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2011,First Quarter,Single Family,St. Paul,55106.0,October 25 2011,February 15 2011,Owner Occupied,1924,816,9,5,14.0,Only Interior,Paint Stabilization and Window replacement,0.0,2358,2358,,0.0,,50-80,4.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2017,Third Quarter,,St. Paul,55117.0,June 09 2017,August 22 2017,Occupied Rental,1910,828,7,5,10.0,Only Interior,Paint Stabilization and Window replacement,538.0,1904,1905,,0.0,,<30,3.0,5.0,,,,,0.0,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2020,Second Quarter,,Saint Paul,55106.0,April 28 2020,June 30 2020,Owner Occupied,1924,1824,14,5,13.0,Only Interior,Paint Stabilization and Window replacement,0.0,2533,3799,,0.0,,<30,1.0,8.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2019,Third Quarter,,Saint Paul,55104.0,May 06 2019,July 18 2019,Owner Occupied,1908,1346,17,12,14.0,Interior and exterior porch,Paint Stabilization and Window replacement,0.0,2840,4259,,0.0,,50-80,1.0,2.0,,,,,0.0,"Saint Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2019,First Quarter,,Saint Paul,55106.0,August 08 2018,February 08 2019,Owner Occupied,1954,888,7,6,11.0,Only Interior,Paint Stabilization and Window replacement,0.0,2644,2655,,0.0,,50-80,1.0,3.0,,,,,0.0,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2016,First Quarter,Single Family,St. Paul,55106.0,November 11 2015,January 06 2016,Owner Occupied,1925,946,6,1,8.0,Porch Only,Window replacement and Paint stabilization,0.0,1645,1785,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2021,First Quarter,2,Saint Paul,55106.0,October 13 2020,February 12 2021,Occupied Rental,1884,915,10,4,9.0,Only Interior,Paint Stabilization and Window replacement,0.0,1697,2547,,0.0,,30-50,1.0,3.0,,,,,,"Saint Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2012,Third Quarter,Single Family,St. Paul,55106.0,June 20 2012,July 26 2012,Occupied Rental,1900,1493,15,12,18.0,Only Interior,Paint Stabilization and Window replacement,113.0,3021,3022,,0.0,,30-50,6.0,2.0,1.0,,,1.0,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,First Quarter,Single Family,St. Paul,55117.0,November 20 2008,January 28 2009,Owner Occupied,1956,1290,12,9,,Only Interior,Paint Stabilization and Window replacement,0.0,2883,2883,,0.0,,,3.0,1.0,1.0,,,,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2014,Fourth Quarter,Single Family,St. Paul,55106.0,August 28 2014,November 12 2014,Owner Occupied,1923,1029,12,7,16.0,Interior Only,Window replacement and Paint stabilization,0.0,2766,2767,,0.0,,50-80,1.0,1.0,1.0,,,,,"St. Paul 55106
(44.95674, -93.06096)","May 22, 2025"
2009,First Quarter,Unit #2,St. Paul,55104.0,January 29 2009,February 26 2009,Occupied Rental,1921,1324,12,11,,Only Interior,Paint Stabilization and Window replacement,0.0,5437,5437,,0.0,,,2.0,1.0,,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2010,Fourth Quarter,Unit #1,St. Paul,55130.0,July 15 2010,November 19 2010,Occupied Rental,1889,1134,6,3,,Only Interior,Paint Stabilization and Window replacement,0.0,1406,1406,,0.0,,,1.0,1.0,,,,1.0,,"St. Paul 55130
(44.97743, -93.07621)","May 22, 2025"
2020,First Quarter,1,Saint Paul,55103.0,December 06 2019,March 03 2020,Occupied Rental,1900,889,10,5,11.0,Only Interior,Paint Stabilization and Window replacement,0.0,2152,3227,,0.0,,<30,1.0,6.0,,,,,0.0,"Saint Paul 55103
(44.95874, -93.10595)","May 22, 2025"
2011,Fourth Quarter,Single Family,St. Paul,55117.0,October 11 2011,November 30 2011,Owner Occupied,1909,1186,12,6,12.0,Only Interior,Paint Stabilization and Window replacement,226.0,1914,1915,,0.0,,30-50,4.0,2.0,1.0,,,1.0,,"St. Paul 55117
(44.97203, -93.11042)","May 22, 2025"
2012,Second Quarter,Single Family,St. Paul,55104.0,April 13 2012,June 06 2012,Owner Occupied,1923,816,10,7,21.0,Only Interior,Paint Stabilization and Window replacement,113.0,3544,3645,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2012,First Quarter,Single Family,St. Paul,55104.0,September 20 2011,January 11 2012,Owner Occupied,1894,1384,18,1,10.0,Only Interior,Paint Stabilization and Window replacement,0.0,2049,2049,,0.0,,50-80,2.0,2.0,1.0,,,1.0,,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
2016,Fourth Quarter,,Lauderdale,55113.0,October 21 2016,December 20 2016,Owner Occupied,1924,1356,14,7,16.0,Only Interior,Paint Stabilization and Window replacement,269.0,3661,3662,,0.0,,50-80,2.0,2.0,,,,,0.0,"Lauderdale 55113
(44.99858, -93.20503)","May 22, 2025"
2017,Third Quarter,,St. Paul,55104.0,May 10 2017,September 14 2017,Occupied Rental,1921,1456,14,11,26.0,Interior and exterior,Paint Stabilization and Window replacement,404.0,4200,10961,,0.0,,50-80,3.0,2.0,,,,,0.0,"St. Paul 55104
(44.94963, -93.18861)","May 22, 2025"
